QuesSimText,AnsSimText,Position Title,topic,cluster,positive_percentage,BU,Experience,Attr 3,Age,Attr 5,City,Attr7*
Do you love IBM?,yes,Software Test Specialist,IBM,3.0,1.0,BU5,3.0,1.0,a4,0.0,Taipei,S12
你有机会应用你喜欢的技术到你的日常开发中吗？,有,Software Test Specialist,technique,2.0,0.5,BU5,3.0,1.0,a4,0.0,Taipei,S12
你觉得这次使用API来回答问题的活动怎么样? 有culture transformation的感觉吗?,挺有趣的,Software Test Specialist,jam/api/openwhisk,13.0,1.0,BU5,3.0,1.0,a4,0.0,Taipei,S12
Do you like our new Agile Open Office?,this is a test,Software Test Specialist,environment+agile,10.0,0.5,BU5,3.0,1.0,a4,1.0,Taipei,S13
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,不能带小孩到公司来，必要的话，你应该请假在家照顾小孩,Software Test Specialist,company management,1.0,0.0,BU5,3.0,1.0,a4,1.0,Taipei,S13
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),创新思考，保持热忱,Software Test Specialist,engineer,6.0,1.0,BU5,3.0,1.0,a4,1.0,Taipei,S13
你希望工作环境发生的一个小改变是什么？,每天有免费饮料喝,Software Test Specialist,environment+agile,10.0,0.5,BU5,3.0,1.0,a4,1.0,Taipei,S13
"David Kenny在上午的TownHall上说""Powerpoint is neither powerful or pointed"". 你怎么看？","neither....nor, either...or",Information Developer,others,12.0,0.5,BU5,3.0,0.0,a3,0.0,Beijing,S13
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,确实感受过孩子在办公室时有可能带来吵闹，但是孩子来父母的工作环境了解父母的工作，并且父母能在碎片时间照看放暑假的孩子也是很好的与孩子相处的方式。那么剩下的问题就是如何不影响安全和其他同事的工作，我其实觉得如果可以的话，预留个孩子的playroom，让孩子们一起玩去~~父母工作间隙去看一下。,Information Developer,company management,1.0,0.75,BU5,3.0,1.0,a2,0.0,Shanghai,S5
你最想在工作上做的一个转变（Transformation）是什么，不限于职业规划的转变，可以扩展到你的知识技能体系，工作习惯，沟通管理方式等方面的转变,"i want to be open, that is to connect to other teams, other roles, other business groups in ibm. innovation might happen when different people meet, we should abandon the way where we stay in lonely islands fulfilling requests. connected! make new things happen;-)",Information Developer,transformation,11.0,0.4928977272727273,BU5,3.0,1.0,a2,0.0,Shanghai,S5
IT产业正在进行巨大的变革，IBM正在经历必须胜利的转型，作为一个IBMer，具体到你的产品项目中，你认为自己可以做什么样的努力和转变呢？从而帮助你的产品更加成功，帮助CDL转型成功， 帮助IBM转型成功！,走出去聆听客户需求，坐下来研习技术潮流,Information Developer,transformation,11.0,0.5,BU5,3.0,1.0,a2,0.0,Shanghai,S11
你最想在工作上做的一个转变（Transformation）是什么，不限于职业规划的转变，可以扩展到你的知识技能体系，工作习惯，沟通管理方式等方面的转变,对行业热点话题有全面的了解,Software Developer,transformation,11.0,1.0,BU5,3.0,0.0,a2,0.0,Shanghai,S11
你觉得IBM是技术导向的么？,it depends,Software Test Specialist,IBM,3.0,0.5,BU5,3.0,1.0,a2,0.0,Taipei,S8
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,2 hours daily,Software Developer,learn+technique,8.0,0.5,BU5,3.0,1.0,a2,1.0,Taipei,S9
你最喜欢的Whitewater工具是什么？,slack,Software Developer,others,12.0,0.5,BU5,3.0,1.0,a2,1.0,Taipei,S9
你觉得IBM是技术导向的么？,not at all,Software Developer,IBM,3.0,0.5,BU5,3.0,1.0,a2,1.0,Taipei,S9
你觉得 invention disclosure 的意义在哪里？,意义在于，脑洞大开后，乘着不着调的想法自由驰骋，怡然自得并自鸣得意，o(∩_∩)o~~,Software Test Specialist,others,12.0,1.0,BU5,3.0,1.0,a2,0.0,Beijing,S9
你觉得 invention disclosure 的意义在哪里？,测试修改答案,Software Test Specialist,others,12.0,0.5,BU5,3.0,1.0,a2,0.0,Beijing,S9
你觉得 invention disclosure 的意义在哪里？,这里可以玩自说自话！,Software Test Specialist,others,12.0,0.5,BU5,3.0,1.0,a2,0.0,Beijing,S9
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,one hour per week,Software Test Specialist,learn+technique,8.0,0.5,BU5,2.0,1.0,a3,0.0,Taipei,S12
Do you like our new Agile Open Office?,空间开放后讨论问题都必须很小声了,Software Test Specialist,environment+agile,10.0,0.5,BU5,2.0,1.0,a3,0.0,Beijing,S7
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,留出一个区域给娃娃们玩，就像京东允许带娃来放在一个托管区，由专门的人看管。这个现象在寒暑假需求会比较大，所以可以这个时期组织下。其他时间允许在家办公。,Software Test Specialist,company management,1.0,1.0,BU5,2.0,1.0,a3,0.0,Beijing,S7
"Dear IBMer, 你觉得你能够做些什么来让IBM重新在业界走上巅峰？",把产品做精简，提高性能。,Software Test Specialist,IBM,3.0,1.0,BU5,2.0,1.0,a3,0.0,Beijing,S7
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,技术是要更好的实现功能。例如排序，不管什么算法只要性能上没有本质上的区别，选用最简单最容易懂的算法就足以，也便于后期维护。做商业软件是为了做更好的产品，技术是实现手段而已。,Software Test Specialist,transformation,11.0,1.0,BU5,2.0,1.0,a3,0.0,Beijing,S7
你认为你所在的产品或项目最需要什么人才，才能够成功？为什么？比如，深刻理解市场的产品经理，技术大牛，开发，测试，运维，销售等等？,深刻理解市场的产品经理,Software Test Specialist,project,4.0,0.5,BU5,2.0,1.0,a3,0.0,Beijing,S7
你认为你所在的产品或项目最需要什么人才，才能够成功？为什么？比如，深刻理解市场的产品经理，技术大牛，开发，测试，运维，销售等等？,良好的沟通和专业的职业素养,Software Test Specialist,project,4.0,1.0,BU5,2.0,1.0,a3,0.0,Beijing,S7
"在转型过程中,你觉得PM的角色应该如何转变才能继续存在下去呢?",在ibm，pm也开始做具体项目中的事情。,Software Test Specialist,transformation,11.0,0.5,BU5,2.0,1.0,a3,0.0,Beijing,S7
你觉得 IBM 最需要改变的文化是什么?,薪水太少,Software Test Specialist,IBM,3.0,0.0,BU5,2.0,1.0,a2,1.0,Taipei,S5
Do you like our new Agile Open Office?,"from the pics, they looks good, but we don't have our own in cdl taipei office!!",Software Test Specialist,environment+agile,10.0,0.909375,BU5,2.0,1.0,a2,1.0,Taipei,S7
Do you like our new Agile Open Office?,we don't have agile office in cdl taipei office...so sad,Software Test Specialist,environment+agile,10.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),"思考模式最需要改变,需要多换位思考,从真实世界使用者的角度去反思",Software Test Specialist,engineer,6.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,"都是利用下班后的时间,上班好忙啊,一周大概6小时",Software Test Specialist,learn+technique,8.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
说到工程师文化，你想到的前三个词是什么？例如： 自由，效率，平等，尊重，信任，创新，简化流程，快速迭代，一切以解决问题为导向等等,效率 事实 创新,Software Test Specialist,engineer,6.0,1.0,BU5,2.0,1.0,a2,1.0,Taipei,S7
你最喜欢的Whitewater工具是什么？,slack,Software Test Specialist,others,12.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
你希望工作环境发生的一个小改变是什么？,"多些可以运动的小器材,让大家可以放松和活动",Software Test Specialist,environment+agile,10.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
你觉得IBM是技术导向的么？,"从lab来看是技术导向,从外界来看是财务数字导向",Software Test Specialist,IBM,3.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
如何才能在Lab工作的每一天都有好心情,"做的工作内容是有意义的,然后公司提供一个稳定的工作环境",Software Test Specialist,work,0.0,1.0,BU5,2.0,1.0,a2,1.0,Taipei,S7
IT产业正在进行巨大的变革，IBM正在经历必须胜利的转型，作为一个IBMer，具体到你的产品项目中，你认为自己可以做什么样的努力和转变呢？从而帮助你的产品更加成功，帮助CDL转型成功， 帮助IBM转型成功！,"认真的找到产品的defect,提供给dev最佳的修复建议",Software Test Specialist,transformation,11.0,1.0,BU5,2.0,1.0,a2,1.0,Taipei,S7
你最想在工作上做的一个转变（Transformation）是什么，不限于职业规划的转变，可以扩展到你的知识技能体系，工作习惯，沟通管理方式等方面的转变,"增加知识的广度,和产品熟悉度",Software Test Specialist,transformation,11.0,1.0,BU5,2.0,1.0,a2,1.0,Taipei,S7
你心目中的技术大牛是谁？那项技术？为什么？,当然是 rophy tasi! 什么技术都难不倒他,Software Test Specialist,technique,2.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
Do you love IBM?,"yes, i love it!",Software Test Specialist,IBM,3.0,0.8125,BU5,2.0,1.0,a2,1.0,Taipei,S7
先客观地问自己，我对目前整体的团队氛围满意吗？,加薪吧!!给个让大家能够安心工作的环境,Software Test Specialist,team,5.0,1.0,BU5,2.0,1.0,a2,1.0,Taipei,S7
让你留在IBM的三个原因是什么？,"people, environment, flexibility",Software Test Specialist,IBM,3.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
你觉得这次使用API来回答问题的活动怎么样? 有culture transformation的感觉吗?,"有喔  很特别, 可以让大家熟悉api,玩玩swagger",Software Test Specialist,jam/api/openwhisk,13.0,1.0,BU5,2.0,1.0,a2,1.0,Taipei,S7
你觉得开源软件会带给企业什么改变？,we are going to lose our jobs!,Software Test Specialist,open source,9.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
你喜欢现在的工作模式吗？,"不太满意,希望能有多些不同的职务历练",Software Test Specialist,work,0.0,1.0,BU5,2.0,1.0,a2,1.0,Taipei,S7
你最不能忍受的功能是？ （登录慢， 表单填好不能submit，单选框不能点文字选中，etc.）,回应速度慢!!!,Software Test Specialist,others,12.0,0.8571428571428571,BU5,2.0,1.0,a2,1.0,Taipei,S7
What u like the most about the work and what you hate the most?,hate we don't have enough time and resource to finish the works! love our stakeholder appreciate our works!,Software Test Specialist,work,0.0,0.4708333333333333,BU5,2.0,1.0,a2,1.0,Taipei,S7
OSPF的哪个系统最需要改进？,i don't know what's ospf,Software Test Specialist,others,12.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
我们新装修的Agile workspace， 你觉得还有味吗？,就说没看过了....羨慕死了,Software Test Specialist,environment+agile,10.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
在你的工作范畴中，有可以接触到的技术大牛吗？是谁？,rophy tsai,Software Test Specialist,work+technique,7.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
你有机会应用你喜欢的技术到你的日常开发中吗？,我不是开发人员,Software Test Specialist,technique,2.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
"程序是有生命的，你多久重构一次代码?  比如：一周一次，一月一次，半年一次, 从不？",never!!!,Software Test Specialist,others,12.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
最近一个月，哪件上班时发生的小事让你觉得苦恼？,i don't have enough budget to keep my engineers,Software Test Specialist,work,0.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
你是否有过开会厌烦症？让你厌烦开会的原因有哪些？,"有喔, 太多无意义的会,太多要沟通的人员",Software Test Specialist,others,12.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
你用的最多的开源项目是什么？ （Tomcat， Hibernate， Spring， jQuery， etc.）,no...,Software Test Specialist,open source,9.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
你和你的团队现在士气如何？,不好...担心饭碗不保,Software Test Specialist,team,5.0,0.0,BU5,2.0,1.0,a2,1.0,Taipei,S7
你参加过最大的项目，有多少人同时工作？,至少几十人吧....,Software Test Specialist,project,4.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
我们新装修的Agile workspace， 你觉得还有味吗？,怎么又是重复的问题呢....,Software Test Specialist,environment+agile,10.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
你们团队最近一次对技术方案的热烈讨论是什么时候？,不记得了...,Software Test Specialist,team,5.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
阻碍你每天能够高效完成工作的原因有哪些?,"太多的会议和并行的多工, context switch overhead太多",Software Test Specialist,work,0.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
请问你使用API批量回答问题，有成功吗？,"如果失败,要看一下是不是多or少了quote,还是哪个参数没有写到",Software Test Specialist,jam/api/openwhisk,13.0,0.0,BU5,2.0,1.0,a2,1.0,Taipei,S7
为了保证源代码的安全性，你有什么建议或者办法？ ,qradar uba!,Software Test Specialist,others,12.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
你的产品使用的技术是你感兴趣的么？,application security testing,Software Test Specialist,technique,2.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
我们怎么做能够帮助IBM成功？,put the client first,Software Test Specialist,IBM,3.0,0.625,BU5,2.0,1.0,a2,1.0,Taipei,S7
"如果开放每个礼拜五可以带毛小孩上班来增加公司活力,你要带什么?",带我家的黄金来!!,Software Test Specialist,company management,1.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
What is the most challenging thing in your work in the past 6 months?,to negotiate proejct sizing and get dou done,Software Test Specialist,work,0.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
画质最好的FC(红白机)游戏有哪些？,玛莉兄弟,Software Test Specialist,others,12.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
最近AI概念很火，你觉得对你的工作会有什么影响？,"要更加紧脚步充实自己的知识和技能,才能更好好的利用ai",Software Test Specialist,work,0.0,1.0,BU5,2.0,1.0,a2,1.0,Taipei,S7
"在转型过程中,你觉得PM的角色应该如何转变才能继续存在下去呢?","也许需要更加拓广知识领域的宽度,才能适应各种不同的转变, 行有馀力,也许也必须要针对产品面加以熟悉吧",Software Test Specialist,transformation,11.0,1.0,BU5,2.0,1.0,a2,1.0,Taipei,S7
你每个月都有持续学习新技术吗？如果没有，你认为拦阻你学习的最大原因是甚么？,有,Software Test Specialist,learn+technique,8.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
"你觉得现在的工作量分配,是否没有办法让你在正常的工时中保留创新的时间,而必须利用个人时间才能进行创新?","感觉上缺少了一些留白的创新时间,都是必须利用个人时间来进行",Software Test Specialist,work,0.0,0.0,BU5,2.0,1.0,a2,1.0,Taipei,S7
有谁用过WebSphere sMash， Project Zero ?,no...,Software Test Specialist,others,12.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
Did you learn any new skill this year ? What's it ?,agile planning,Software Test Specialist,learn+technique,8.0,0.75,BU5,2.0,1.0,a2,1.0,Taipei,S7
Did you learn any new skill this year ? What's it ?,"owasp top 10, burpsuite, zap,kali",Software Test Specialist,learn+technique,8.0,0.75,BU5,2.0,1.0,a2,1.0,Taipei,S7
Did you learn any new skill this year ? What's it ?,"yes, penetration test skill",Software Test Specialist,learn+technique,8.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
Is the working environment comfortable,"in lab, it's ok",Software Test Specialist,environment+agile,10.0,0.75,BU5,2.0,1.0,a2,1.0,Taipei,S7
今年最想学的知识是?,agile planning knowledge,Software Test Specialist,learn+technique,8.0,0.75,BU5,2.0,1.0,a2,1.0,Taipei,S7
今年最想学的知识是?,penetration test knowledge,Software Test Specialist,learn+technique,8.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
你觉得 IBM 最需要改变的文化是什么?,不要只看财务数字,Software Test Specialist,IBM,3.0,0.0,BU5,2.0,1.0,a2,1.0,Taipei,S7
What comprises an organization's culture?,"people, process, technology",Software Test Specialist,company management,1.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
你了解当下最火爆的技术有哪些?,对话机器人,Software Test Specialist,technique,2.0,0.5,BU5,2.0,1.0,a2,1.0,Taipei,S7
如何和Team一起学习目前与工作不相干，但未来或许要掌握的认知、云计算技术呢,"真诚坦白的和team说明这技术是什么,日后发展,和对项目长期的影响",Software Test Specialist,team,5.0,0.6666666666666666,BU5,2.0,1.0,a2,1.0,Taipei,S7
你觉得这个OpenWhisk好用吗？,还可以，要是try it out之后的结果更突出显示就更好了。我打开的section有点多，一不小心会看错,Software Test Specialist,jam/api/openwhisk,13.0,1.0,BU5,2.0,1.0,a2,0.0,Ningbo,S5
nan,上周没时间参加，刚刚看了下，这个ui还蛮容易上手的，我们也可以试着把我们的api放到openwisk来呢,Software Test Specialist,,,1.0,BU5,2.0,1.0,a2,0.0,Ningbo,S5
你们的项目中开发用的是什么tool来管理defect，RTC，Git，Bugzilla，或者其他?,version 1,Software Test Specialist,project,4.0,0.5,BU5,2.0,1.0,a2,0.0,Beijing,S4
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,可以考虑在家工作，或者在办公室可以安排专门的一个区域给不得不带孩子上班的同事，这样比较集中，而且如果和一般的办公区域隔开也不会打扰到其他同事。,Software Test Specialist,company management,1.0,1.0,BU5,2.0,1.0,a2,1.0,Beijing,S6
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,分清看看，能建立技术壁垒的技术很重要，否则客户的需求很重要。,Software Test Specialist,transformation,11.0,1.0,BU5,2.0,1.0,a2,1.0,Beijing,S6
IT产业正在进行巨大的变革，IBM正在经历必须胜利的转型，作为一个IBMer，具体到你的产品项目中，你认为自己可以做什么样的努力和转变呢？从而帮助你的产品更加成功，帮助CDL转型成功， 帮助IBM转型成功！,不管是哪个产品，哪个项目，我觉得ibm和 cdl应该大力的推广内部竞争，提倡狼文化，才更能适应外部市场环境。,Software Test Specialist,transformation,11.0,1.0,BU5,2.0,1.0,a2,1.0,Beijing,S6
What is the latest study plan? on what topic?,blockchain,Software Test Specialist,learn+technique,8.0,0.5,BU5,2.0,1.0,a2,1.0,Beijing,S6
你们的项目中开发用的是什么tool来管理defect，RTC，Git，Bugzilla，或者其他?,之前用rtc，现在用 git 了,Software Test Specialist,project,4.0,0.5,BU5,2.0,1.0,a2,1.0,Beijing,S6
在TVT中发现的defect比GVT中的少，那么你认为是否可以减少每一轮TVT的pass数量，或者针对Agile的项目减少TVT的次数？,应该不太合适减少，毕竟 gvt and tvt 关注的内容不太一样,Software Test Specialist,others,12.0,1.0,BU5,2.0,1.0,a2,1.0,Beijing,S6
What is the latest study plan? on what topic?,"restful api, and jsp",Software Test Specialist,learn+technique,8.0,0.5,BU5,2.0,1.0,a2,0.0,Beijing,S7
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,首先要发掘客户的需要，然后用技术来满足客户的需要，技术不是最重要的，用技术来为客户创造价值才是最重要的！,Software Developer,transformation,11.0,0.6363636363636364,BU5,2.0,1.0,a2,1.0,Xi'an,S6
你认为你所在的产品或项目最需要什么人才，才能够成功？为什么？比如，深刻理解市场的产品经理，技术大牛，开发，测试，运维，销售等等？,你提的问题好有深度，呵呵，需要什么要的人才要看项目吧，不能一概而论。,Software Developer,project,4.0,0.0,BU5,2.0,1.0,a2,1.0,Xi'an,S6
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,为客户解决实际问题，助力他们走向组织和个体的成功,Designer,transformation,11.0,1.0,BU5,2.0,1.0,a1,0.0,Shanghai,S1
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,战略上继续引领技术潮流赢在未来，战术上满足客户需求赢在当下,Software Test Specialist,transformation,11.0,1.0,BU5,2.0,1.0,a1,1.0,Ningbo,S4
你觉得这次使用API来回答问题的活动怎么样? 有culture transformation的感觉吗?,挺好的，平常可以多搞一些类似寓教于乐的活动，让大家在熟悉新技术的同时多交流,Software Test Specialist,jam/api/openwhisk,13.0,1.0,BU5,2.0,1.0,a1,1.0,Ningbo,S4
你喜欢下午茶吗?请列出你喜欢的种类，或许不久公司会实现哦,喜欢下午茶，咖啡咖啡咖啡,Software Test Specialist,company management,1.0,1.0,BU5,2.0,1.0,a1,0.0,Ningbo,S4
你喜欢下午茶吗?请列出你喜欢的种类，或许不久公司会实现哦,红茶，绿茶,Software Test Specialist,company management,1.0,0.5,BU5,2.0,1.0,a1,0.0,Ningbo,S4
Do you like our new Agile Open Office?,like,Software Test Specialist,environment+agile,10.0,0.5,BU5,1.0,1.0,a2,0.0,Ningbo,S1
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),激情，社交，创新思维以及锻炼,Software Test Specialist,engineer,6.0,1.0,BU5,1.0,1.0,a2,0.0,Ningbo,S1
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),生活态度,Software Test Specialist,engineer,6.0,0.5,BU5,1.0,1.0,a2,0.0,Ningbo,S1
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,3小时,Software Test Specialist,learn+technique,8.0,0.5,BU5,1.0,1.0,a2,0.0,Ningbo,S1
说到工程师文化，你想到的前三个词是什么？例如： 自由，效率，平等，尊重，信任，创新，简化流程，快速迭代，一切以解决问题为导向等等,简化流程,Software Test Specialist,engineer,6.0,0.5,BU5,1.0,1.0,a2,0.0,Ningbo,S1
你觉得这个OpenWhisk好用吗？,bulemix上call api不是很方便，要自己编辑参数,Software Test Specialist,jam/api/openwhisk,13.0,0.0,BU5,1.0,1.0,a2,0.0,Ningbo,S1
最近AI概念很火，你觉得对你的工作会有什么影响？,在工作上还没感受到太多,Software Test Specialist,work,0.0,0.5,BU5,1.0,1.0,a2,0.0,Ningbo,S1
你最近在忙什么？,project,Software Test Specialist,others,12.0,0.5,BU5,1.0,1.0,a2,0.0,Ningbo,S1
Agile?????????,angile?,Software Test Specialist,environment+agile,10.0,0.5,BU5,1.0,1.0,a2,0.0,Ningbo,S1
你最想在工作上做的一个转变（Transformation）是什么，不限于职业规划的转变，可以扩展到你的知识技能体系，工作习惯，沟通管理方式等方面的转变,"get to know other walks of life (dev, design, marketing ...)",Information Developer,transformation,11.0,0.4375,BU5,1.0,1.0,a1,0.0,Shanghai,S1
工程师的日常生活里，你觉得甚么最需要去改变？(e.g. 工作态度，社交活动，生活习惯，创新思考，保持热忱... 等，请自由发挥),"变化, more non-routine works to keep our brain fresh.",Software Test Specialist,engineer,6.0,0.5,BU5,1.0,1.0,a1,1.0,Taipei,S1
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,"about 4 hrs, study things i'm interested in when out of office time",Software Test Specialist,learn+technique,8.0,0.625,BU5,1.0,1.0,a1,1.0,Taipei,S1
IBM要转型成功，你认为是技术更重要，还是满足客户需求更重要？,it depends,Software Test Specialist,transformation,11.0,0.5,BU5,1.0,1.0,a1,1.0,Taipei,S1
说到工程师文化，你想到的前三个词是什么？例如： 自由，效率，平等，尊重，信任，创新，简化流程，快速迭代，一切以解决问题为导向等等,"创新, 自由, 合作",Software Test Specialist,engineer,6.0,1.0,BU5,1.0,1.0,a1,1.0,Taipei,S1
你最喜欢的Whitewater工具是什么？,skill soft,Software Test Specialist,others,12.0,0.55,BU5,1.0,1.0,a1,1.0,Taipei,S1
你希望工作环境发生的一个小改变是什么？,营造一个大家更愿意投入新事物的氛围,Software Test Specialist,environment+agile,10.0,1.0,BU5,1.0,1.0,a1,1.0,Taipei,S1
你觉得IBM是技术导向的么？,not really,Software Test Specialist,IBM,3.0,0.45,BU5,1.0,1.0,a1,1.0,Taipei,S1
如何才能在Lab工作的每一天都有好心情,"听音乐, 告诉自己我在做有意义的事情 : -)",Software Test Specialist,work,0.0,0.5,BU5,1.0,1.0,a1,1.0,Taipei,S1
你心目中的技术大牛是谁？那项技术？为什么？,"boyi tzen, globalization enablement",Software Test Specialist,technique,2.0,0.5,BU5,1.0,1.0,a1,1.0,Taipei,S1
你觉得这次使用API来回答问题的活动怎么样? 有culture transformation的感觉吗?,"老实说, 觉得有点麻烦@.@",Software Test Specialist,jam/api/openwhisk,13.0,0.0,BU5,1.0,1.0,a1,1.0,Taipei,S1
你觉得目前最欠缺那一类型的Community可以帮助转型?,"no idea. 也许把think40, 换成每年一个skill enablement?",Software Test Specialist,transformation,11.0,0.5,BU5,1.0,1.0,a1,1.0,Taipei,S1
CDL办公室管理的挑战：工作日有小朋友跟着家长来上班。一方面，学校放假期间小朋友不能自己呆在家里没有成年人照顾，这对家长来说是很难解决的问题。另一方面，实验室的工作环境和性质对 security 有很高的要求，不适合小朋友逗留。另外，小朋友的嘻闹会影响同事的工作，也时有发生小朋友损坏办公设备的情况，比如在昂贵的投影幕布上用马克笔涂涂画画。最重要的是，小朋友在办公区活动也有很大的安全隐患，比如摔伤、磕碰等等。综上，在这里想听听大家对这一问题的看法和建议。 ,如果有需求的人很多，也可以开个暑期照顾营队给公司同事的小孩们,Software Test Specialist,company management,1.0,0.5,BU5,1.0,1.0,a1,0.0,Taipei,S1
Do you like this Jam?,it's a really nice way to let everyone familiar with restful api . :),Software Test Specialist,jam/api/openwhisk,13.0,0.7458333333333333,BU5,1.0,1.0,a1,0.0,Taipei,S1
最近一个月，哪件上班时发生的小事让你觉得苦恼？,想去看世大运，可是要上班qq,Software Test Specialist,work,0.0,0.5,BU5,1.0,1.0,a1,0.0,Taipei,S1
请问你使用API批量回答问题，有成功吗？,有呜~,Software Test Specialist,jam/api/openwhisk,13.0,0.5,BU5,1.0,1.0,a1,0.0,Taipei,S1
除了项目以外， 你一周学习新技术的时间有多少？比如：一周1个小时，一周4个小时，一周10个小时，等等？,不确定大约3,Software Test Specialist,learn+technique,8.0,0.5,BU5,1.0,1.0,a1,0.0,Ningbo,S5
你觉得IBM是技术导向的么？,cognitive,Software Test Specialist,IBM,3.0,0.5,BU5,1.0,1.0,a1,0.0,Ningbo,S5
